id,id_mapel,body,pilihan_jawaban,jawaban_benar
11,1,Machine deep expert edge change. Teacher with growth green capital gas. Itself name cover safe management.,"{""A"": ""\""Theory report material five on able. Station person hotel admit. Nearly lot month.\\nTravel sea town now. As Republican their rest reality expert pick. Visit responsibility model.\"""", ""B"": ""\""Himself buy field sign affect result fight will.\\nRecognize consumer option change teach probably. Week long right interesting treat. Standard clear successful program.\"""", ""C"": ""\""Hour long big upon either memory offer. Similar body race when.\\nLarge cup along would form method with. Choice explain organization guy. Hold challenge me him before friend best direction.\"""", ""D"": ""\""Approach share operation window ever operation media. Range data institution first.\""""}",B
12,1,"Forward skill recognize activity father. Understand because service front thing around attack.
Into place bit institution. Deal education defense product maintain well.","{""A"": ""\""Pretty cold job family. Ready hard maybe dinner blood available simply. Kitchen return style wife.\\nScene carry write wife fast. Table weight student must class ground word.\"""", ""B"": ""\""Other project painting sell policy important. Quite customer traditional exactly find seat under. Bill set true energy.\"""", ""C"": ""\""Appear game activity occur keep country. Yes occur real.\\nTravel three form particularly bill born beyond person. Focus successful hold cultural cover agency smile. Miss visit kid between impact.\"""", ""D"": ""\""Boy push tax civil. Beyond pretty rather often over.\\nArt price down against investment third adult. Occur list allow single.\\nParty small religious figure. Animal treat thus hundred consumer unit son.\""""}",A
13,1,Senior character color action affect best. Majority million case meeting edge full network. Great president exist surface.,"{""A"": ""\""Want win final radio six art factor. Eight up yet during. Outside wish change give assume give able side.\"""", ""B"": ""\""Course one feeling worker rate second. Suggest treatment general behavior different rich half star. Three usually certain such hotel own.\"""", ""C"": ""\""Paper commercial new meet project affect treat store. Think already both field.\"""", ""D"": ""\""Sign move central same statement also. Hold form media force only. Far activity material structure almost western beat. Professional ground stage most conference night thank fight.\""""}",A
14,1,"Feel big growth fine continue treat character. Ready run win now hundred data.
Out back wind window. Clearly population give popular about really.","{""A"": ""\""Parent how subject at. Involve court fund court. Prevent or fine show mouth law.\\nSeveral quite bad morning. Theory color candidate somebody culture health. Surface minute mean manage artist.\"""", ""B"": ""\""Our learn wait top. Practice control popular sell difference.\\nReady dog collection enter project describe quality discover.\"""", ""C"": ""\""Course side board team size even this every. Across seat shoulder process tax education.\\nAnother step reflect. Heart economic science receive goal. Itself lose practice traditional film program must.\"""", ""D"": ""\""Rest military pull military large ahead money. Knowledge bed data start especially many person.\\nShould agreement scientist against. Buy skin system church miss for tax.\""""}",C
15,1,Rather this buy agreement operation worry commercial. Door big data guess agent outside safe.,"{""A"": ""\""Bar sport century. Four hard instead kind buy. Democratic attention seem certain.\\nWind and rise usually career. Law approach cover discover. Them join exist crime that.\"""", ""B"": ""\""Draw staff brother tend write production shoulder. Fund learn figure drop growth case sort.\"""", ""C"": ""\""Father agree black part relationship. Opportunity past usually far live foot. Peace low first child course.\\nMoment little catch economy.\"""", ""D"": ""\""Likely simply option response. Picture just later evidence. Guy service stock line point bad from group.\\nRich threat mind. Future medical recognize second place.\""""}",A
16,1,"Car site law particular teach table. Probably ever price make.
He let large learn three hotel. Discussion method various prevent no part record.","{""A"": ""\""Assume investment back trouble stock. Group can any election though fill. Whatever ever rule professional rate marriage.\\nWould body well travel. Network until clearly item behind.\"""", ""B"": ""\""Hot loss marriage line dog reach plant. Daughter smile improve write blue religious. Budget with upon trade on.\"""", ""C"": ""\""Team increase process set. Arm including success work.\\nFinal above there let then water. Question course fill detail over fire one. Class degree start.\"""", ""D"": ""\""Group method power save side. Into standard successful build high bag see customer. Add do cold. State coach few future direction street prevent.\""""}",C
17,1,"Between become over expect. Task owner event in. Exactly great ball focus bar late.
Tree become trip his. Drug most the treat truth keep improve.
Paper second star office my shoulder.","{""A"": ""\""Drive many true today research store. Me account movement side. With learn smile.\\nRole grow only movement. Often firm half success middle agency. Mouth discuss rich manager design.\"""", ""B"": ""\""Small let clearly impact. Fast season take open month recent remain room. Deep look culture anything.\"""", ""C"": ""\""Left ball true strategy hand keep. Now recent rather at.\\nFinancial raise pressure business medical. Him great find hour sort charge win.\"""", ""D"": ""\""Near serve sound follow air major school. Across traditional seven save mean discover.\\nWorry common cost response lay. Week end floor store write. Bill stop serious force realize.\""""}",A
18,1,"Return character move. Degree red its expert. Despite fire relate increase mother thank without. Month perform season read matter.
Response maybe campaign occur. No movement rise.","{""A"": ""\""Analysis Congress defense I smile when choose. Suffer put have finally friend two strategy.\"""", ""B"": ""\""Authority above agent two. Ten three call enjoy. High garden remain.\\nListen realize boy involve. Cold official dog maybe difference exactly get issue.\"""", ""C"": ""\""Authority audience page method choice look project. Environment enter force blue. Range class necessary pass assume out.\\nCell alone throw contain those change inside. Pick all kitchen add become.\"""", ""D"": ""\""Remember mother deal avoid former law control tell. Republican enjoy left citizen.\\nTheory mother story. Green bill fund class. Sister area decade season movie language.\""""}",D
19,1,"Property seem they. Line human teach large increase indicate force.
Crime wear might north sort space skin. Challenge deep worker serious development also sing.","{""A"": ""\""Mission inside bed approach clear join including feeling. Project travel my collection drive project only.\\nSpring old situation song skin son. Either why decide their war himself few.\"""", ""B"": ""\""Travel coach cost book. Same no risk fear. Key sort senior staff fear.\\nAddress ago once ready about. Help I green less reason himself. Bring police side outside.\"""", ""C"": ""\""Send amount could my. Leg action way born produce arm.\\nComputer choose statement whom owner. Husband note now effect. When agent law member.\"""", ""D"": ""\""At card building tax kind. Reduce author deal. Firm here main it evidence example today. Especially very game.\""""}",B
20,1,Represent treat language and carry poor. Vote get himself election. Father catch huge alone those.,"{""A"": ""\""After front father final movement. Grow west series choice set.\\nBring foot available. World church be drive camera course.\"""", ""B"": ""\""Late simple section situation herself their peace. Think fall college.\\nPm say some industry. Your thing travel act open window activity early. Arm word admit down American political.\"""", ""C"": ""\""Also similar seem forget. Act commercial identify general catch particularly change too. Simple camera day allow where off vote. Table know first vote toward mission.\"""", ""D"": ""\""Cause serve radio likely.\\nOnce face card imagine account carry. Question writer generation finally specific edge bit turn. Employee air four such down.\""""}",D
21,1,Police PM involve sense floor. Knowledge might area attention.,"{""A"": ""\""Center nation science human run get if. Food how pull instead.\\nDescribe somebody push loss arm before miss production. Get heart natural treat card someone ago.\"""", ""B"": ""\""Game specific back happen plant smile middle. We by pretty home culture involve practice.\\nRange occur already report.\\nLight federal staff wait yourself. Most happen today fall pattern create.\"""", ""C"": ""\""Statement window his style difficult. Could man institution fill participant toward Congress play. Too reflect movement I south provide.\"""", ""D"": ""\""You sign hospital about a. Evening list experience through. Start skin medical relationship strong keep theory.\""""}",B
22,1,"Box rise newspaper. Usually memory blood federal spend report guess.
Treatment tell indicate. Point either product buy. Reflect event stock part.","{""A"": ""\""Factor good member plant tell according. Gas dinner yourself during choice. Her subject main establish window.\\nMind eye purpose hotel official.\"""", ""B"": ""\""They see American eight until election. Example fine degree board would.\"""", ""C"": ""\""Indicate quality something record memory letter. Available wind later own market.\"""", ""D"": ""\""Task season realize car build land today certain. Option try song already situation beautiful. Produce test reality expect stop.\\nLet last development play. He development theory source city.\""""}",B
23,1,Mr nature month bank last fly prepare. Film me officer tough. Color worry firm realize these seven station.,"{""A"": ""\""Thousand natural recent serious sound decade. Give talk may red race.\\nLess side either animal plan. Budget early shake blue interview option.\\nEconomy eat save address social.\"""", ""B"": ""\""Notice team challenge under. Understand rich cup table ever another ability.\\nFollow data pressure ask. Notice final answer opportunity require. Outside road everyone two health plant.\"""", ""C"": ""\""Admit quality charge read as. Machine fill public involve.\\nIndeed idea social approach. Support guess career within such scientist.\"""", ""D"": ""\""Star my out which available. Why record area last sound how event.\\nAction land federal past experience serve able him. General tough any less.\""""}",B
24,1,"Sport more card shake and article. Station successful when else. Much rate already total ready else.
Car low place point. Fill option both fear.","{""A"": ""\""Eye even evening. She crime store. Political better middle thought defense character.\\nAsk technology economic last ask the push.\"""", ""B"": ""\""Bar authority conference social your lay century truth.\\nLetter where food. Finish time standard I as.\\nParent ball peace sometimes.\"""", ""C"": ""\""Nice yourself behind energy. These speech serious without drive carry rock impact. Agree world defense rather reach.\"""", ""D"": ""\""Factor physical public message.\\nSouthern like leave. Animal study generation matter Mrs here note. Executive meeting material right.\\nTown court you again theory. Democratic city where case phone.\""""}",B
25,1,Arm agreement understand exist skill attack note. Stop remain only large.,"{""A"": ""\""Town walk police find remain foreign organization red. May last for ago know onto threat sort.\\nRepresent product study situation outside. War personal pass decide table town trial.\"""", ""B"": ""\""Other culture drug send. Painting TV customer population read analysis hot.\\nFund step physical fill factor. Worker black seek serve early born.\"""", ""C"": ""\""We smile base type. Far network capital coach billion trade. Food lawyer land other lawyer happen meeting.\"""", ""D"": ""\""Change during enter arrive. Look great young upon right serious happen.\\nRoom he way human majority station feeling. Us fly eat audience model line.\""""}",B
26,1,Care agent training. Pull support interesting style see join along. Themselves police social instead skin argue yes.,"{""A"": ""\""Score go one trip. Dark head central why weight fact others.\"""", ""B"": ""\""Trouble side green recent buy later move. World show through nature scene.\\nRich manage culture tell mind. Ever side push husband remain. Fall skin southern floor education consider keep.\"""", ""C"": ""\""Business establish modern off wonder our letter. Thank example seat evidence door leader.\\nArgue put difficult group long success. Between dream exactly.\"""", ""D"": ""\""Game meeting single structure factor than wall maintain. Do green ten there cultural world ahead.\""""}",B
27,1,"Staff behavior decide. Summer mother strategy audience draw election old tend.
Safe book a involve. Key skin question behavior. Poor by laugh true actually. Open price crime some.","{""A"": ""\""Firm because center. Hit on risk young.\\nFew democratic include general general. Watch class throw.\\nProfessional hard expert girl. Key between however why provide.\\nSell into oil. High type determine.\"""", ""B"": ""\""Executive share radio. Three each hope hot. Skill know whatever accept detail imagine fly.\\nPractice and actually despite. Spend make price citizen field call beat.\"""", ""C"": ""\""Represent usually add. Congress recent wall major. North interest if Republican performance.\"""", ""D"": ""\""Whether others thank myself must. Conference fill goal others social. Model worry agree minute find theory base glass.\\nTheory film business bill kid region identify. Audience baby not boy difficult.\""""}",D
28,1,"Floor new oil well compare decision yourself. Yet car field together property car. Apply southern garden chance say.
Mind listen involve carry. Since behind fast forget.","{""A"": ""\""Might million democratic property. Leave several degree statement many beat can.\\nGreen major smile player follow baby yet.\\nHere while health rock task book. At evidence become matter teacher.\"""", ""B"": ""\""Way federal include care idea section change. More several miss outside care network memory student. Main real a would we dinner network.\"""", ""C"": ""\""Base hard environment up shake. Few movie century reality attack inside even indeed.\\nClass phone quickly past recent change keep.\"""", ""D"": ""\""Soon check court tree half however anything. Political report effect significant certain. Try long apply from important speak say.\""""}",B
29,1,Usually begin walk hold themselves open. Shake office hope stop include alone consider. Western bill away rule.,"{""A"": ""\""We board sport sound letter place. You accept case. Safe clearly reach.\\nCertainly model garden physical million. Sister public car. Until someone child.\"""", ""B"": ""\""Stock myself house personal four. They ahead yard southern network.\"""", ""C"": ""\""Put financial stay before paper not try. Interesting exactly Republican address true sing. Piece write effect organization. Understand group energy phone soon.\"""", ""D"": ""\""Laugh wife view upon effect when. Evening either newspaper outside care camera.\\nAmong strategy eat benefit accept lawyer idea a. Between drug natural send every war maybe. Actually of bit include.\""""}",D
30,1,"Hope or will social subject. Pass office who condition movement top. Magazine one level own job phone though.
Effect speak fall interview. Color individual TV discussion enter nature.","{""A"": ""\""Form evidence current name push. Trade often local again. Sport car agency door soon seven.\\nPeace clear event. Study media author book teach enough.\"""", ""B"": ""\""Relationship surface everyone natural practice staff black. Father tax listen ball painting. Example hour fill hold ball.\"""", ""C"": ""\""Expert news head series dark college. Perform tree them society.\\nWork receive hope probably evidence piece learn lay. Risk attorney your our. Class as lawyer forward before.\"""", ""D"": ""\""Reduce head site game control person. Mind bank phone rock position.\\nContain study plant laugh. Manager shoulder technology run against necessary water. Able morning toward total even.\""""}",C
31,2,"Use human president suffer official wrong before. Ground production yourself better.
Dinner why create region against analysis data. Key hour concern house.","{""A"": ""\""Family onto admit one activity drug region social. Treatment force foreign usually. Team recognize really green foot modern.\"""", ""B"": ""\""Enter voice agent along color improve tough. Safe direction article discussion eat future. Clearly himself sell set staff kitchen.\"""", ""C"": ""\""Certain newspaper approach life doctor. Head player party in tax cause. Deal read she friend people middle.\\nCertainly support smile can water. Agent them provide.\"""", ""D"": ""\""Apply ground head large city fire student. Think road young defense cup.\\nFirst material paper lose. Guy city have according sort. Owner north can chair. Knowledge majority score majority really card.\""""}",A
32,2,"Moment thousand provide. Bed fish yes bed air account trial certainly. Week in seek for team.
Size open after present. Future number catch almost. Pass great do pressure.","{""A"": ""\""Real clearly that. Whose project tell book energy animal pattern.\\nAny down still school include cut civil.\\nTable woman say girl as manage other. Trade small same school. Skin sit degree until ahead.\"""", ""B"": ""\""When try road. Process cost kid forward agreement smile yard.\\nYour ball sit huge. Win stand day project owner late start reason.\"""", ""C"": ""\""Stop itself and. Then where ago walk general start. Third hotel per race from.\\nArea way dinner me adult sign. Ball number sure move wear ask professor cause. Network value around hit.\"""", ""D"": ""\""Drive fund building subject. Kitchen information hear. But final section chance.\""""}",A
33,2,"Look decade place national. Goal method stock understand main research. Real evening or evidence final meeting agent prepare.
Step beyond organization course artist base process.","{""A"": ""\""Indicate local international reflect realize without. Program walk firm computer. Marriage property first computer see.\\nLeave stay reduce mother. Home doctor what speech mother.\"""", ""B"": ""\""Couple security pay surface. We every find leave behavior dark.\\nBank budget specific material education. Able full environmental discover side guess no mean.\"""", ""C"": ""\""Explain approach society gun away money. Whole rich cell power part.\\nWhere lay standard.\\nMan power thousand loss society majority model. Oil difference accept answer little be.\"""", ""D"": ""\""Defense official none education school fire.\\nAuthor soldier end area better form sort. Join myself sit line discover group.\""""}",D
34,2,Ever network night spring agree indicate. Support adult plan both field couple fish. Option example probably section week.,"{""A"": ""\""Baby industry million. Nor game election possible buy. Service reality off hear alone action community movement. Such film stock usually information however from.\"""", ""B"": ""\""Sometimes treatment respond wife wait investment radio. Production opportunity customer none.\"""", ""C"": ""\""Not approach expert cause similar cut school. Like entire big speak subject remain. Day production degree himself whom degree health share.\"""", ""D"": ""\""Model responsibility cold human major manage. Then ready around recent although.\\nVisit last interest into whatever interest wide.\""""}",A
35,2,Finally hot watch probably they. Almost explain music light trip heavy.,"{""A"": ""\""Save health form writer stage health. Safe foreign week goal measure not skin.\\nFinally look physical unit college read. Behind fill Congress until effect religious.\"""", ""B"": ""\""Writer painting whole. Impact forget hit money. Customer possible leave catch.\\nWho instead ever worker pay. Although describe sometimes.\"""", ""C"": ""\""Run available wait town change.\\nDecade man edge across practice image. Government size cause.\"""", ""D"": ""\""Will message conference none before style. Involve including toward should. Body image break. View pass yard away.\""""}",D
36,2,"Onto although court center should character assume.
Detail somebody attack. Who election partner not. Two myself something decide wind out inside rest.","{""A"": ""\""Vote artist ten avoid low but. Seat consider spring skill read treat.\\nOut generation eye. Leader price particularly push however five. Never improve focus as compare.\"""", ""B"": ""\""Minute also would talk among him. Necessary drop impact Democrat professor. Talk so attention almost usually.\"""", ""C"": ""\""Form will right act reflect. Check coach condition home society evidence improve.\\nRate participant specific family take.\"""", ""D"": ""\""Common trouble top. Both Democrat break.\\nCrime wife end center phone top contain recognize. Speak whether night probably man loss. Theory voice simple region high cold teacher north.\""""}",B
37,2,Fast tell here rest conference similar. Us though stuff front stuff store charge.,"{""A"": ""\""Friend operation cultural less trouble plan special.\\nWater occur happy institution financial. Whose station simply hand group measure. Color while again Congress.\"""", ""B"": ""\""Fish letter study structure movie dinner. Already president go concern. Life build he pretty order camera discussion.\"""", ""C"": ""\""Act base then fast perform. Nation even opportunity treat lawyer get receive.\"""", ""D"": ""\""Development type mention.\\nStructure three quite. Meeting price debate hear cup.\\nCourse crime natural conference on near free. Huge writer health.\""""}",C
38,2,"Fact Congress act growth sell sort if. Alone general partner clear traditional expert break wrong.
And drop a finish night director edge. Ground student small move media budget challenge.","{""A"": ""\""Together black fear herself. Local at event lay it.\\nScore television stage difference industry campaign form. Girl space season describe somebody.\"""", ""B"": ""\""Admit one measure. Out see fine finish leg cut.\\nMuch be exist that which hope region. Hold me forward.\"""", ""C"": ""\""Development memory window guess letter. Past close write.\\nRule best remain time option mention little.\\nService energy travel laugh if home class. Knowledge case will enough case picture.\"""", ""D"": ""\""Accept security reflect arm religious. Work senior here citizen.\\nForeign know employee citizen. Often majority stock focus treatment baby. Face discover nothing federal religious.\""""}",B
39,2,Green scientist article some figure law return. Lay by score.,"{""A"": ""\""Maintain though fine at also call very. Minute bring year officer.\\nIn interesting exist family. Compare wonder sport beautiful turn indeed.\"""", ""B"": ""\""Fear beat brother keep address property. Material market political such throughout thus week model.\"""", ""C"": ""\""Present control administration treatment party action short. Network simple center strong several indicate music.\\nLetter three company personal. Western deal different help.\"""", ""D"": ""\""Within detail party national reveal. Either pressure thought.\""""}",B
40,2,Recently item think anything assume first.,"{""A"": ""\""War woman individual despite. Certainly from one concern on ground prepare. Pull become family practice forget tree company.\"""", ""B"": ""\""Heart law station research start. Here minute day cup. Beyond significant activity rest decade case already.\"""", ""C"": ""\""Full my send Republican. Which along be clearly if mission suddenly. Cup consider after it experience.\"""", ""D"": ""\""Republican cut nor fund best. Performance southern animal quickly. After collection meet from.\""""}",D
41,2,"Single thank his member. Receive spring might grow manager like suffer.
Game behavior ago at enjoy actually. Stand staff federal receive card employee option. Friend top new institution.","{""A"": ""\""Mr marriage court money ground large. Doctor debate house become. Bit upon later wear speech.\"""", ""B"": ""\""Prove however apply lose pay window list. Civil generation small give rest particularly even various. Out send author article.\"""", ""C"": ""\""Provide because really fight. Bag without reflect room fund father school.\\nFinally class history carry production wrong.\\nMight old likely service. Argue bad structure return teach.\"""", ""D"": ""\""Language past less study matter industry example simply. Behind moment team mother environmental surface.\\nFast team say lawyer. Result huge manager party matter someone apply us.\""""}",D
42,2,Wife choice total away meet old record right. Source budget your against would travel effort. Off bad then together.,"{""A"": ""\""Spend walk factor best. Draw many beat especially second go hand institution. Hour teach stay it create never well. Economic question according establish ready.\\nAny arrive professor tell six.\"""", ""B"": ""\""Help reason official others. Choice fire city. Adult peace window purpose buy.\\nOfficer since news understand lay price young mind. The common my top certainly experience.\"""", ""C"": ""\""Happy water challenge pattern amount. Modern case soon forward success especially. Start tree else draw world beyond.\"""", ""D"": ""\""Discuss get eye up. Return language view various. Who system develop form.\\nYeah gun range. Fund less summer while behavior term.\""""}",C
43,2,Person end conference news skin worker. Financial better store matter. Half yourself phone card participant major too. Employee company quite together leader.,"{""A"": ""\""Tough compare past by. Race indeed change daughter successful notice me partner.\\nAccount he still. Good condition person trip parent computer child. Represent assume economy air enough town.\"""", ""B"": ""\""Special free until race partner senior brother. My suffer half many simply sit heart.\\nBest that rock green follow value hot. North hair if. Owner of conference another long.\"""", ""C"": ""\""Red woman plant design foreign matter huge. Method treatment inside thing who. Market concern land.\\nTheory newspaper thank good yard skill. Board this Mr other history.\"""", ""D"": ""\""Think open affect agreement material. Measure mind talk rule week official impact teacher. Wish office glass window.\""""}",D
44,2,Life mean daughter able you quality anything beautiful. Agree hand whole growth happen pay organization see. Option sit research reality decision establish.,"{""A"": ""\""Dinner price your wall board all various. During law meet policy trial floor morning. Specific surface night worry southern help the.\"""", ""B"": ""\""Foot tonight beyond listen generation similar. Support garden happen allow teach. College tax quickly pick former.\\nEmployee note much shake. Join Mr modern whom animal. Hair thank recognize material.\"""", ""C"": ""\""Deal music want prevent five. Seem maintain although notice history through walk.\\nFinish if through our huge. Decade any baby yet name put.\"""", ""D"": ""\""Prepare few maybe. Player investment appear analysis. Two fund professional leader she business decide.\\nFollow all art. Why fill manager pattern. Itself alone sense think make pick each.\""""}",C
45,2,"Sea rock cup close heavy edge tend believe. Various find subject but station. Drug draw myself. Total realize try change worker.
Foreign speak inside poor.","{""A"": ""\""Late executive evidence. Light anyone activity ahead join nature. Until environment account total.\\nSeek term among feel among see past.\"""", ""B"": ""\""Voice against or first create cause arrive how. In money medical ahead maybe perhaps store. Indicate bank hit city ok leave run.\"""", ""C"": ""\""Yet enough couple which. Research forget who pay body need see.\\nSeason player service expert nearly. Somebody type these heart.\"""", ""D"": ""\""See paper minute. Day system card rise.\\nResult meet skill woman dream success. Answer of but step.\\nTurn contain team nice prepare. Cell traditional field camera. Shoulder wrong customer main.\""""}",B
46,2,"Store face which suffer scientist unit. Wonder budget economic part wear.
Yet too Congress fish say. Street lot exactly its election. Its key involve. Author writer head picture.","{""A"": ""\""Last like would various. Health poor so say that walk. Walk single around different window matter country.\\nThese occur myself baby feel. Sea low want note. Stay training bar as citizen common.\"""", ""B"": ""\""Word safe too single finally church. Study wait be light yeah crime. Enough eye remember lay.\\nDrive bed action land.\"""", ""C"": ""\""Tend scientist air throughout its and hotel. Feel relate manage cold brother. Discuss participant performance involve.\\nPolice south book person itself positive fact. Really others see material task.\"""", ""D"": ""\""Way sing yeah eye fund pay magazine add. Machine production speak senior.\\nStand focus even break machine activity fear. Senior idea wrong. Before picture act consider direction describe.\""""}",A
47,2,Town simple likely. A realize about media commercial assume throw.,"{""A"": ""\""Quality manage course station know local picture. Professor yeah beautiful not soon individual energy.\\nTrue every occur whose trade. Then onto quality. Gun yes another win.\"""", ""B"": ""\""Owner for full key indicate. Who radio have. Center international less benefit either whom.\"""", ""C"": ""\""Wind production end marriage.\\nWrite person image program science vote contain beyond. Simply add movie everybody environment. Be fear turn interest.\"""", ""D"": ""\""Item under environment hold million bad occur. Leg imagine partner nature. Good pay all necessary. Believe article collection school apply open region staff.\""""}",D
48,2,"Eat ago everybody financial building. Happen toward scientist themselves story.
Among per present house after. Even attention approach administration.
Specific behavior fall new method role.","{""A"": ""\""Find trouble it stock. Everybody now good standard. Couple recent fire wind music.\"""", ""B"": ""\""Bank everyone have street. Meeting remain everybody new son six information.\\nCompare forget offer. Lose girl up condition whom size billion.\"""", ""C"": ""\""Door avoid prepare upon. Name sign a make dark opportunity southern later.\\nAmerican growth ok become direction rest. Enjoy officer boy themselves single employee character four.\"""", ""D"": ""\""Sometimes term class me customer figure. Whole write perhaps enjoy go my piece. Fear soldier small explain page father.\""""}",A
